Company Name,Financial stability,Claims processing time,Customer service reputation,Premium cost,Deductibles,Network of providers
Progressive,B,15,Average,148,716,Regional
State Farm,A,10,Poor,55,295,Selected states
Progressive,B,8,Good,99,295,Regional
Allstate,B,11,Average,87,741,Nationwide
Allstate,C,11,Poor,111,452,Nationwide
USAA,E,8,Poor,112,411,Nationwide
Allstate,B,6,Good,110,670,Nationwide
Allstate,D,6,Excellent,130,551,Nationwide
State Farm,A,13,Average,102,779,Nationwide
USAA,E,14,Average,99,233,Nationwide
USAA,C,9,Poor,81,460,Regional
Allstate,E,11,Average,117,226,Regional
Geico,A,9,Poor,54,450,Regional
Allstate,B,13,Average,84,657,Selected states
USAA,E,14,Average,123,738,Nationwide
USAA,D,9,Poor,96,584,Regional
Allstate,B,6,Good,85,368,Regional
USAA,C,14,Good,125,533,Regional
USAA,C,5,Average,56,269,Selected states
Progressive,E,13,Poor,114,525,Regional
Progressive,E,11,Excellent,147,544,Nationwide
Progressive,A,11,Poor,82,266,Selected states
USAA,B,10,Good,53,370,Nationwide
Allstate,C,5,Excellent,148,505,Nationwide
Geico,D,13,Good,137,754,Nationwide
Allstate,D,15,Poor,85,477,Selected states
Progressive,B,8,Average,79,239,Selected states
State Farm,C,10,Poor,148,514,Selected states
State Farm,E,15,Average,113,412,Selected states
Geico,D,12,Good,146,686,Selected states
State Farm,C,14,Good,139,667,Nationwide
State Farm,B,14,Good,133,365,Selected states
Progressive,C,15,Good,71,507,Nationwide
State Farm,E,15,Good,141,390,Selected states
Progressive,E,11,Good,98,628,Nationwide
State Farm,B,14,Good,50,650,Regional
USAA,B,14,Average,66,290,Nationwide
USAA,E,12,Good,69,740,Selected states
Geico,B,12,Poor,52,622,Regional
State Farm,B,7,Excellent,78,441,Regional
Progressive,E,15,Good,50,597,Selected states
Geico,E,5,Excellent,97,597,Regional
Progressive,A,10,Average,52,414,Regional
Geico,A,14,Good,56,763,Nationwide
Allstate,C,14,Excellent,116,238,Regional
USAA,A,7,Good,121,454,Nationwide
Geico,D,11,Average,66,684,Regional
State Farm,D,8,Average,122,762,Selected states
Allstate,B,6,Average,90,249,Nationwide
Progressive,A,15,Excellent,93,686,Regional
State Farm,B,11,Excellent,72,580,Selected states
Geico,E,13,Average,58,425,Regional
State Farm,E,7,Poor,60,310,Selected states
State Farm,C,10,Excellent,104,225,Regional
Progressive,B,9,Average,70,647,Nationwide
State Farm,A,8,Poor,71,699,Regional
USAA,C,14,Average,138,641,Nationwide
Progressive,C,10,Average,110,550,Regional
Geico,A,9,Poor,84,535,Nationwide
USAA,D,5,Good,140,793,Nationwide
Geico,E,15,Excellent,116,730,Selected states
Allstate,A,13,Poor,69,512,Selected states
State Farm,E,13,Excellent,71,481,Nationwide
USAA,B,10,Average,108,404,Selected states
State Farm,D,5,Average,119,439,Selected states
USAA,C,15,Excellent,140,761,Regional
State Farm,E,15,Good,125,654,Nationwide
Progressive,A,12,Good,135,416,Regional
Allstate,C,12,Good,124,748,Selected states
State Farm,E,5,Poor,129,318,Nationwide
Geico,D,15,Good,123,705,Regional
Progressive,E,11,Poor,95,542,Regional
Progressive,C,6,Excellent,57,331,Nationwide
Allstate,C,14,Average,148,260,Selected states
Progressive,E,7,Good,108,708,Selected states
State Farm,C,5,Poor,68,744,Selected states
Geico,A,12,Excellent,67,503,Nationwide
Allstate,B,12,Poor,92,426,Selected states
Geico,A,13,Average,148,439,Selected states
USAA,E,13,Average,113,608,Regional
Progressive,E,5,Poor,134,512,Regional
Allstate,E,10,Poor,129,280,Regional
State Farm,B,10,Good,111,494,Nationwide
Progressive,E,7,Poor,136,557,Regional
Geico,D,5,Good,95,415,Nationwide
USAA,D,14,Excellent,138,416,Nationwide
Allstate,C,9,Excellent,61,367,Nationwide
Progressive,A,8,Excellent,99,638,Nationwide
State Farm,B,13,Excellent,143,656,Nationwide
Geico,B,13,Excellent,105,289,Nationwide
Allstate,A,13,Good,96,330,Nationwide
Geico,E,7,Poor,107,645,Selected states
USAA,E,9,Poor,85,518,Regional
Geico,D,14,Poor,107,728,Nationwide
Progressive,C,10,Average,141,351,Regional
Geico,D,5,Poor,83,770,Nationwide
State Farm,A,15,Good,61,226,Nationwide
Progressive,C,8,Poor,118,680,Selected states
Allstate,B,8,Average,134,447,Nationwide
State Farm,E,6,Average,150,318,Nationwide
USAA,C,5,Average,121,366,Nationwide
Allstate,A,11,Average,82,654,Selected states
State Farm,E,14,Excellent,109,732,Nationwide
Progressive,A,12,Excellent,82,229,Nationwide
Allstate,A,9,Excellent,115,758,Selected states
Progressive,D,6,Excellent,111,793,Regional
Progressive,E,9,Poor,60,790,Regional
Allstate,A,8,Average,142,742,Regional
Geico,C,8,Good,80,444,Regional
Progressive,A,11,Excellent,143,599,Regional
USAA,D,5,Average,79,201,Regional
Geico,E,13,Excellent,115,734,Regional
State Farm,B,8,Excellent,141,759,Nationwide
Geico,D,5,Average,70,629,Selected states
Geico,D,5,Good,57,483,Regional
USAA,A,5,Excellent,76,453,Nationwide
Allstate,D,13,Excellent,123,567,Selected states
Geico,A,14,Good,82,346,Regional
State Farm,A,14,Poor,94,265,Selected states
USAA,C,14,Excellent,112,446,Selected states
USAA,D,11,Average,116,549,Regional
USAA,B,13,Poor,77,432,Regional
Progressive,A,8,Good,108,621,Nationwide
Allstate,C,12,Excellent,129,668,Selected states
Allstate,B,8,Average,138,338,Selected states
USAA,E,8,Excellent,117,602,Regional
State Farm,A,13,Good,125,421,Regional
State Farm,D,15,Average,71,233,Regional
Progressive,C,5,Excellent,150,602,Regional
Allstate,D,6,Average,110,797,Selected states
Geico,E,15,Excellent,148,208,Selected states
Progressive,B,14,Poor,148,735,Selected states
Progressive,A,8,Average,92,756,Selected states
State Farm,E,12,Average,63,284,Selected states
State Farm,B,11,Average,62,216,Nationwide
Allstate,C,14,Good,87,796,Selected states
State Farm,A,9,Excellent,123,205,Nationwide
State Farm,A,11,Average,91,427,Selected states
State Farm,C,9,Poor,89,231,Nationwide
State Farm,C,10,Average,148,542,Nationwide
Allstate,B,15,Poor,64,470,Nationwide
Geico,E,11,Good,61,663,Selected states
USAA,D,12,Average,108,778,Selected states
Allstate,C,12,Good,90,704,Selected states
Geico,C,8,Average,52,527,Nationwide
Geico,D,7,Average,136,299,Nationwide
USAA,C,12,Good,110,644,Selected states
Allstate,D,15,Average,65,727,Nationwide
Progressive,C,9,Good,145,632,Selected states
State Farm,D,9,Average,68,539,Nationwide
USAA,D,10,Poor,92,334,Selected states
Allstate,A,7,Poor,83,456,Nationwide
Allstate,E,11,Poor,118,388,Selected states
State Farm,A,8,Average,73,784,Regional
USAA,E,13,Average,148,322,Regional
Progressive,E,14,Excellent,80,381,Regional
Geico,D,14,Excellent,69,417,Regional
State Farm,A,10,Excellent,87,563,Nationwide
Geico,A,14,Good,60,422,Selected states
Allstate,B,8,Poor,147,659,Regional
State Farm,A,11,Excellent,59,242,Selected states
USAA,B,15,Poor,146,355,Selected states
State Farm,B,10,Average,119,656,Selected states
State Farm,D,6,Average,71,582,Nationwide
Progressive,B,5,Average,107,576,Regional
USAA,E,10,Average,121,800,Nationwide
Progressive,E,8,Good,145,562,Nationwide
Geico,A,15,Average,140,313,Regional
Progressive,C,15,Poor,78,309,Nationwide
Progressive,D,11,Poor,73,384,Selected states
Geico,B,11,Average,87,579,Regional
Progressive,D,7,Excellent,150,436,Regional
State Farm,E,8,Poor,100,694,Nationwide
USAA,B,6,Excellent,122,479,Nationwide
Allstate,B,7,Poor,123,630,Nationwide
State Farm,A,6,Excellent,80,749,Regional
Allstate,C,6,Poor,79,712,Nationwide
Geico,A,13,Excellent,103,636,Regional
Progressive,E,10,Excellent,102,499,Regional
USAA,B,5,Excellent,111,540,Nationwide
Allstate,C,13,Poor,145,718,Selected states
State Farm,D,5,Good,113,244,Selected states
Progressive,E,15,Poor,105,649,Nationwide
Progressive,A,11,Excellent,59,760,Regional
Geico,E,5,Good,145,711,Nationwide
Geico,E,13,Excellent,110,405,Nationwide
Geico,A,7,Good,57,474,Regional
Progressive,D,12,Good,145,617,Selected states
Progressive,B,7,Average,124,460,Regional
Geico,E,11,Excellent,95,391,Regional
Allstate,A,15,Good,103,495,Nationwide
Geico,C,14,Poor,59,361,Regional
USAA,B,7,Good,137,635,Regional
Allstate,C,8,Poor,141,627,Regional
USAA,E,13,Good,112,357,Selected states
Geico,A,10,Average,116,665,Selected states
State Farm,C,7,Average,90,686,Nationwide
Geico,C,14,Excellent,95,710,Nationwide
Allstate,D,13,Average,131,648,Nationwide
Progressive,E,9,Poor,142,744,Regional
Progressive,E,14,Good,87,259,Regional
Allstate,D,8,Good,80,354,Nationwide
State Farm,B,12,Good,112,419,Nationwide
Progressive,C,12,Excellent,137,244,Selected states
Allstate,D,15,Excellent,84,575,Nationwide
Allstate,A,5,Good,69,577,Selected states
Allstate,A,14,Average,52,240,Nationwide
State Farm,B,15,Average,118,775,Selected states
USAA,E,12,Excellent,101,438,Regional
State Farm,A,9,Poor,112,368,Selected states
Geico,B,15,Average,87,458,Selected states
Geico,D,12,Good,118,706,Nationwide
Allstate,C,12,Average,106,201,Regional
Allstate,A,11,Excellent,89,556,Regional
Progressive,C,15,Excellent,95,561,Regional
USAA,D,14,Poor,134,224,Selected states
State Farm,E,5,Poor,70,376,Nationwide
State Farm,B,8,Excellent,57,727,Regional
Allstate,A,6,Poor,117,678,Selected states
USAA,E,7,Good,83,239,Regional
USAA,C,15,Excellent,103,430,Selected states
Progressive,A,5,Poor,103,472,Nationwide
State Farm,E,13,Good,121,278,Nationwide
State Farm,A,5,Good,141,449,Nationwide
Progressive,B,9,Average,108,504,Selected states
USAA,C,5,Poor,64,211,Selected states
USAA,A,10,Good,133,273,Selected states
State Farm,C,12,Good,116,605,Nationwide
USAA,E,13,Poor,114,517,Regional
Allstate,B,14,Excellent,93,740,Nationwide
Allstate,D,5,Poor,76,576,Regional
Progressive,A,12,Excellent,120,480,Regional
Allstate,C,10,Good,56,694,Nationwide
USAA,A,7,Excellent,53,402,Regional
Progressive,D,8,Average,87,735,Nationwide
State Farm,C,14,Excellent,136,432,Nationwide
Geico,A,6,Poor,67,791,Selected states
USAA,D,13,Good,103,265,Selected states
State Farm,D,9,Average,100,583,Regional
Geico,B,8,Average,127,632,Selected states
Geico,C,7,Good,134,383,Selected states
Geico,E,7,Good,119,636,Nationwide
Progressive,B,9,Good,102,415,Selected states
Geico,B,10,Excellent,66,388,Nationwide
USAA,D,5,Excellent,136,209,Nationwide
USAA,C,12,Good,56,748,Regional
State Farm,D,10,Good,141,530,Regional
Progressive,A,10,Good,125,312,Regional
Progressive,E,5,Good,144,248,Nationwide
State Farm,C,12,Good,142,251,Nationwide
Allstate,D,9,Excellent,131,411,Regional
Progressive,E,7,Good,96,602,Nationwide
Geico,A,9,Good,112,500,Selected states
State Farm,B,7,Average,95,730,Selected states
USAA,E,8,Excellent,85,459,Nationwide
Progressive,B,6,Good,133,569,Selected states
State Farm,B,7,Good,137,717,Selected states
Progressive,D,10,Good,135,378,Regional
Allstate,A,11,Good,149,377,Regional
USAA,B,15,Average,124,262,Nationwide
Geico,B,6,Average,150,562,Selected states
Progressive,C,5,Excellent,139,689,Regional
Geico,C,12,Average,89,683,Nationwide
Progressive,D,11,Average,56,703,Selected states
Progressive,D,14,Excellent,88,629,Regional
Progressive,B,13,Good,97,545,Nationwide
Allstate,B,11,Excellent,128,799,Regional
USAA,A,10,Poor,80,544,Regional
USAA,E,12,Excellent,58,694,Regional
Geico,C,7,Poor,110,262,Nationwide
Progressive,E,9,Average,111,727,Selected states
Allstate,B,13,Excellent,108,505,Nationwide
Geico,E,5,Average,98,569,Regional
Geico,C,13,Excellent,76,336,Selected states
Allstate,B,9,Average,86,670,Nationwide
Allstate,D,14,Poor,91,319,Regional
USAA,A,15,Average,138,326,Selected states
USAA,D,10,Excellent,95,242,Regional
USAA,B,6,Average,86,400,Selected states
USAA,D,8,Poor,63,241,Nationwide
Allstate,E,10,Good,87,539,Selected states
Geico,A,15,Good,104,284,Nationwide
Progressive,E,13,Poor,50,302,Nationwide
Geico,D,12,Excellent,125,694,Selected states
Progressive,A,13,Average,139,347,Regional
Geico,D,7,Average,101,636,Regional
Geico,B,7,Excellent,139,634,Selected states
State Farm,B,6,Average,99,499,Selected states
Geico,D,9,Poor,50,665,Regional
State Farm,C,10,Good,90,713,Regional
Progressive,A,13,Good,87,257,Regional
Progressive,B,11,Poor,86,452,Nationwide
State Farm,E,7,Good,118,403,Nationwide
Allstate,D,6,Poor,72,450,Nationwide
USAA,C,15,Poor,114,376,Regional
Geico,E,5,Excellent,122,784,Regional
Geico,D,13,Good,145,529,Regional
State Farm,B,9,Excellent,83,782,Selected states
Progressive,A,13,Good,71,681,Selected states
Progressive,B,8,Poor,87,706,Selected states
Progressive,D,8,Excellent,113,291,Nationwide
USAA,A,15,Poor,82,700,Selected states
USAA,C,14,Poor,52,484,Nationwide
Geico,C,10,Poor,128,588,Nationwide
Progressive,D,11,Average,54,733,Regional
USAA,E,6,Average,95,376,Regional
State Farm,A,13,Average,98,670,Selected states
State Farm,B,14,Average,102,308,Nationwide
Allstate,E,6,Excellent,124,371,Nationwide
State Farm,D,9,Excellent,127,258,Selected states
Progressive,E,5,Good,71,485,Nationwide
Geico,A,5,Average,99,678,Selected states
State Farm,E,14,Excellent,58,227,Regional
Allstate,E,7,Excellent,67,598,Selected states
USAA,D,11,Average,53,613,Nationwide
Allstate,B,10,Average,136,583,Nationwide
Geico,E,9,Poor,68,578,Regional
USAA,C,10,Poor,65,423,Nationwide
Allstate,E,8,Good,112,738,Nationwide
USAA,A,12,Poor,121,227,Selected states
Geico,B,8,Good,108,313,Nationwide
State Farm,A,14,Good,97,484,Regional
State Farm,D,8,Excellent,134,685,Regional
Geico,B,5,Good,85,364,Selected states
State Farm,E,7,Good,118,393,Nationwide
USAA,B,8,Average,96,605,Regional
USAA,C,12,Good,53,363,Selected states
USAA,C,12,Average,123,554,Selected states
Allstate,D,9,Excellent,100,675,Nationwide
Geico,D,15,Excellent,51,400,Regional
USAA,D,6,Good,66,316,Selected states
Geico,C,7,Average,120,315,Nationwide
Progressive,A,6,Good,80,688,Regional
Progressive,C,8,Good,105,367,Nationwide
Geico,E,13,Excellent,69,280,Regional
Allstate,A,14,Poor,101,206,Regional
State Farm,B,14,Excellent,54,285,Selected states
Progressive,A,15,Excellent,53,595,Selected states
Allstate,E,11,Average,121,682,Regional
State Farm,C,7,Average,133,669,Selected states
State Farm,A,9,Poor,105,200,Regional
Progressive,A,12,Average,119,732,Selected states
USAA,D,5,Average,135,442,Regional
Allstate,E,6,Average,132,309,Regional
Allstate,B,7,Poor,50,226,Regional
State Farm,A,15,Poor,70,485,Selected states
USAA,E,15,Poor,145,696,Selected states
State Farm,D,14,Average,135,796,Nationwide
Allstate,B,9,Poor,72,664,Nationwide
Allstate,E,8,Excellent,75,242,Regional
Progressive,D,11,Poor,77,494,Nationwide
State Farm,A,6,Excellent,82,652,Selected states
Geico,D,15,Excellent,102,656,Nationwide
USAA,A,10,Average,85,753,Regional
USAA,E,14,Average,143,482,Selected states
Geico,E,10,Excellent,72,450,Selected states
State Farm,B,15,Average,91,726,Selected states
Allstate,A,7,Excellent,83,220,Nationwide
Geico,D,7,Good,63,216,Regional
State Farm,E,13,Good,106,271,Selected states
Geico,B,8,Poor,100,613,Selected states
Progressive,A,8,Excellent,88,530,Selected states
Geico,E,5,Excellent,86,561,Nationwide
Progressive,A,14,Poor,87,364,Nationwide
Geico,D,6,Poor,133,726,Selected states
Progressive,B,13,Excellent,104,708,Selected states
USAA,C,5,Excellent,118,603,Selected states
USAA,B,15,Average,91,797,Nationwide
Geico,B,10,Good,77,725,Nationwide
Progressive,B,7,Excellent,77,688,Nationwide
Progressive,B,8,Excellent,56,407,Nationwide
State Farm,A,8,Poor,126,645,Selected states
Allstate,E,7,Excellent,82,777,Nationwide
Geico,E,6,Poor,139,519,Nationwide
Progressive,D,6,Average,52,201,Selected states
State Farm,B,7,Good,93,486,Nationwide
USAA,E,15,Poor,53,313,Nationwide
Geico,E,6,Poor,128,257,Regional
USAA,B,10,Excellent,95,584,Selected states
Progressive,B,15,Excellent,125,520,Selected states
USAA,D,13,Average,73,749,Selected states
USAA,D,7,Excellent,79,549,Regional
Allstate,E,5,Average,73,615,Nationwide
Progressive,B,8,Poor,145,391,Nationwide
USAA,E,11,Poor,139,611,Selected states
Progressive,D,7,Good,123,690,Nationwide
State Farm,B,15,Excellent,81,550,Regional
State Farm,B,8,Poor,140,759,Regional
Progressive,B,13,Poor,61,787,Selected states
Geico,A,10,Good,120,400,Nationwide
Geico,C,8,Excellent,69,272,Regional
State Farm,E,14,Poor,130,287,Nationwide
Progressive,D,5,Average,59,296,Nationwide
USAA,A,5,Poor,98,428,Nationwide
State Farm,E,12,Average,116,780,Regional
Progressive,E,9,Poor,132,787,Selected states
USAA,A,12,Poor,50,367,Nationwide
State Farm,D,11,Average,106,577,Selected states
USAA,C,10,Excellent,66,671,Nationwide
Allstate,B,10,Excellent,64,517,Regional
USAA,A,6,Excellent,144,399,Selected states
Geico,D,14,Excellent,71,297,Selected states
Progressive,B,14,Poor,53,422,Selected states
Progressive,C,10,Poor,57,726,Nationwide
State Farm,D,12,Good,138,476,Nationwide
State Farm,B,5,Excellent,115,210,Nationwide
Progressive,B,8,Average,93,489,Regional
Progressive,C,12,Excellent,52,438,Regional
Progressive,B,10,Average,103,319,Nationwide
Progressive,A,15,Average,147,640,Nationwide
Allstate,E,13,Good,110,273,Selected states
Allstate,B,9,Good,54,581,Selected states
Geico,D,15,Poor,99,773,Nationwide
Progressive,A,15,Average,94,711,Regional
USAA,C,14,Average,118,604,Selected states
Progressive,B,13,Excellent,128,435,Selected states
USAA,A,14,Excellent,113,396,Regional
Progressive,E,8,Poor,86,696,Regional
State Farm,A,12,Good,116,554,Regional
Progressive,B,12,Excellent,113,720,Regional
Allstate,D,5,Excellent,126,549,Regional
Allstate,A,5,Excellent,150,222,Nationwide
Geico,E,6,Good,100,271,Selected states
State Farm,C,9,Poor,129,680,Regional
Allstate,B,8,Poor,89,451,Regional
Geico,C,13,Good,124,516,Regional
USAA,C,15,Poor,139,294,Selected states
Geico,B,5,Good,56,252,Selected states
State Farm,A,11,Average,78,260,Nationwide
USAA,D,6,Good,54,582,Nationwide
Allstate,D,15,Good,71,347,Regional
State Farm,A,5,Good,74,681,Selected states
State Farm,B,12,Excellent,74,504,Nationwide
USAA,A,13,Excellent,57,403,Nationwide
USAA,E,14,Poor,106,490,Selected states
USAA,E,9,Poor,121,212,Nationwide
Allstate,E,6,Average,59,752,Nationwide
State Farm,E,9,Average,73,527,Regional
State Farm,E,13,Good,146,691,Selected states
State Farm,D,6,Good,115,384,Selected states
Progressive,B,9,Average,68,604,Regional
Progressive,D,8,Poor,142,246,Regional
Progressive,E,5,Good,68,454,Selected states
Progressive,A,10,Poor,128,606,Regional
Geico,B,6,Poor,102,384,Selected states
Geico,D,11,Good,52,315,Selected states
Progressive,A,14,Poor,105,302,Regional
USAA,D,9,Poor,78,783,Regional
Progressive,D,9,Excellent,121,774,Nationwide
Allstate,B,14,Excellent,149,510,Selected states
Allstate,B,10,Poor,72,545,Selected states
